1)GENOA,_February_19th....._65	0	GENOA_,_February_19th_.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GENOA_,_February_19th_.	false	none	none	genoa	NNP	proper	sg	3	NULL	NULL	NULL	NULL	08808452-N	0	noun.location	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0	0.0	0.0	0.0	YES	NONE
1)GENOA,_February_19th....._177	1	Your_most_interesting_letter_,_Sir_Philosopher_,_reached_me_at_Gibraltar_,	Your_most_interesting_letter_,_Sir_Philosopher_,	false	Y	def	letter	NN	common	sg	3	06624161-N	06387980-N	06365467-N	06362953-N	00001740-N	7	noun.communication	me	false	NO-NOUN	none	me	PRP	pronoun	sg	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	reached	none	none	reach	false	0	VBD	02020590-V	0	verb.motion	past	reach	false	VBD	false	sim_past	active	NULL	NULL	NULL	NULL	0.0	0.043269230769230775	0.11166253101736975	0.0	NO	OTHER
1)GENOA,_February_19th....._224	1	and_served	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	served	none	none	serve	false	0	VBD	02664769-V	5	verb.stative	past	serve	false	VBD	false	sim_past	active	02670890-V	02667900-V	02669789-V	02671880-V	0.0	0.45312500000000006	0.0	0.0	NO	NARRATIVE
1)GENOA,_February_19th....._214	1	to_give_me_a_homelike_feeling_in_that_alien_land_of_Spain_.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	a_homelike_feeling_in_that_alien_land_of_Spain	false	N	indef	feel	NN	common	sg	3	05677340-N	05675905-N	05804793-N	05770664-N	00001740-N	8	noun.cognition	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	give	none	none	give	false	0	VB	02316868-V	0	verb.possession	none	give	false	VB	false	infinitif	active	NULL	NULL	NULL	NULL	0.3571428571428572	0.043269230769230775	0.32009925558312663	0.0	NO	EVALUATIVE
1)GENOA,_February_19th....._210	2	Any_one_who_can_write_letters_as_interesting_as_yours_,_from_your_library_,_with_the_mercury_at_zero_outside_,_and_nothing_more_refreshing_to_look_upon_from_the_window_than_snow_and_sleet_,_does_not_need	Any_one	false	Y	indef	one	NN	common	sg	3	13742573-N	13741022-N	13728499-N	13582013-N	00001740-N	7	noun.quantity	letters_as_interesting	true	Y	none	letter	NNS	common	pl	3	06624161-N	06387980-N	06365467-N	06362953-N	00001740-N	7	noun.communication	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	write	none	none	write	false	0	VB	01617192-V	2	verb.creation	none	write	false	VB	false	cond	active	01698271-V	NULL	01697816-V	NULL	0.06785714285714287	0.04140625	0.038709677419354854	-0.029032258064516123	NO	OTHER
1)GENOA,_February_19th....._220	2	to_wander_in_sunny_lands_and_among_ancient_ruins_for_an_inspiration_.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	an_inspiration	false	Y	indef	inspiration	NN	common	sg	3	05834567-N	05833840-N	05809192-N	00023271-N	00001740-N	6	noun.cognition	wander	none	none	wander	false	0	VB	01835496-V	1	verb.motion	none	wander	false	VB	false	infinitif	active	01881180-V	NULL	NULL	NULL	0.5714285714285715	0.043269230769230775	0.32009925558312663	0.0	NO	OTHER
1)GENOA,_February_19th....._136	3	No_,_travel_would_be_absolutely_wasted_upon_you_,	travel	false	Y	none	travel	NN	common	sg	3	00295701-N	00279835-N	00191142-N	00037396-N	00001740-N	8	noun.act	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	wasted	positive	absolutely	waste	false	1	VBN	01158572-V	1	verb.possession	none	waste	false	VBN	false	cond	passive	02268351-V	NULL	NULL	NULL	0.0	0.1625	0.0	0.1741935483870968	NO	OTHER
1)GENOA,_February_19th....._137	3	who_require_only_a_cigar_and_a_wood_fire	only_a_cigar_and_a_wood_fire	false	Y	indef	cigar	NN	common	sg	3	03030035-N	04103491-N	04442831-N	14991927-N	00001740-N	9	noun.artifact	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	require	none	none	require	false	0	VBP	02627934-V	0	verb.stative	present	require	false	VBP	false	pres	active	NULL	NULL	NULL	NULL	0.2380952380952381	0.07638888888888888	0.0	0.20430107526881722	NO	OTHER
1)GENOA,_February_19th....._138	3	to_encourage_your_"_reveries_of_a_bachelor_._"	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	your_"_reveries_of_a_bachelor	false	Y	def	reverie	NN	common	sg	3	05769471-N	05768806-N	05625465-N	05624700-N	00001740-N	8	noun.cognition	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	encourage	none	none	encourage	false	0	VB	02556126-V	1	verb.social	none	encourage	false	VB	false	infinitif	active	02554922-V	NULL	NULL	NULL	0.20714285714285718	0.065625	0.0	0.0	NO	OTHER
1)GENOA,_February_19th....._139	4	You_wish	You	false	NO-NOUN	none	you	PRP	pronoun	unknown	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	wish	none	none	wish	false	0	VBP	01825237-V	1	verb.emotion	present	wish	false	VBP	false	pres	active	01824339-V	NULL	NULL	NULL	0.0	0.45312500000000006	0.0	0.0	NO	OTHER
1)GENOA,_February_19th....._211	4	to_know_what_are_my_first_impressions_of_Italy_,	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	my_first_impressions_of_Italy	false	Y	def	impression	NNS	common	pl	3	05916739-N	05833840-N	05809192-N	00023271-N	00001740-N	6	noun.cognition	know	none	none	know	false	0	VB	00594621-V	0	verb.cognition	none	know	false	VB	false	infinitif	active	NULL	NULL	NULL	NULL	0.20714285714285718	0.1625	0.1741935483870968	0.0	NO	OTHER
1)GENOA,_February_19th....._140	4	and_how_we_three_women_get_on_together_?	we_three_women	false	NO-NOUN	none	we	PRP	pronoun	pl	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	get	positive	how	get	false	2	VBP	02210855-V	0	verb.possession	present	get	false	VBP	false	pres	active	NULL	NULL	NULL	NULL	0.0	0.07638888888888888	0.0	0.0	NO	OTHER
1)GENOA,_February_19th....._141	5	To_be_perfectly_candid_with_you_,	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	you	false	NO-NOUN	none	you	PRP	pronoun	unknown	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	be	positive	perfectly	candid	false	1	JJ	00764484-A	0	adj.all	none	be	false	VB	false	infinitif	active	NULL	NULL	NULL	NULL	0.0	0.10714285714285714	0.2903225806451613	0.2903225806451613	NO	OTHER
1)GENOA,_February_19th....._86	5	we_ourselves_are_not_wandering_in_sunny_lands_at_present_,	we	false	NO-NOUN	none	we	PRP	pronoun	pl	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	wandering	positive	candid	wander	false	3	VBG	01835496-V	1	verb.motion	present	wander	false	VBG	true	pres_cont	active	01881180-V	NULL	NULL	NULL	0.18181818181818185	0.14488636363636365	0.39589442815249276	0.0	YES	NARRATIVE
1)GENOA,_February_19th....._87	5	and_the_cheerful_blaze_of_your_library_fire_would_prove_most_welcome_to_benumbed_fingers_and_pinched_noses_.	the_cheerful_blaze_of_your_library_fire	false	Y	def	blaze	NN	common	sg	3	13439088-N	13480848-N	13450206-N	13530408-N	00001740-N	9	noun.process	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	prove	none	none	prove	false	0	VB	02604760-V	1	verb.stative	none	prove	false	VB	false	cond	active	02633881-V	NULL	NULL	NULL	0.5150375939849624	0.019736842105263157	0.4736842105263158	0.0	NO	EVALUATIVE
1)GENOA,_February_19th....._32	6	Our_welcome_to_Genoa_was_not_particularly_cheerful_.	Our_welcome_to_Genoa	false	Y	def	welcome	NN	common	sg	3	14413265-N	13932421-N	13927383-N	00024720-N	00001740-N	6	noun.state	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	was	positive	particularly	cheerful	false	2	JJ	00362467-A	0	adj.all	past	be	false	VBD	false	sim_past	active	NULL	NULL	NULL	NULL	0.0	0.07638888888888888	0.5053763440860216	0.20430107526881722	NO	EVALUATIVE
1)GENOA,_February_19th....._1	7	It_had_been_raining_for_days_;	It	false	NO-NOUN	none	it	PRP	pronoun	sg	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	raining	none	none	rain	false	0	VBG	02756821-V	1	verb.weather	past	rain	true	VBG	true	past_perf_cont	active	02756558-V	NULL	NULL	NULL	0.32653061224489793	0.3839285714285714	0.0	0.0	YES	NARRATIVE
1)GENOA,_February_19th....._68	7	the_sky_was_heavy_with_clouds_,_and_the_air_chilly_and_damp_.	the_sky	false	Y	def	sky	NN	common	sg	3	09436708-N	09210604-N	14877585-N	14939445-N	00001740-N	6	noun.object	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	chilly	none	none	chilly	false	0	VBP	NULL	NULL	NULL	present	chilly	false	VBP	false	pres	active	NULL	NULL	NULL	NULL	0.12755102040816327	0.03794642857142857	0.2903225806451613	0.0	NO	DESCRIPTIVE
1)GENOA,_February_19th....._33	8	We_can_well_understand	We	false	NO-NOUN	none	we	PRP	pronoun	pl	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	understand	positive	well	understand	false	1	VB	00588888-V	0	verb.cognition	none	understand	false	VB	false	cond	active	NULL	NULL	NULL	NULL	0.0	0.2109375	0.0	0.5806451612903227	NO	EVALUATIVE
1)GENOA,_February_19th....._192	8	why_the_prudent_and_all-informing_Baedeker_advises_invalids_visiting_Genoa_at_this_time	the_prudent_and_all-informing_Baedeker	false	none	def	baedeker	NNP	proper	sg	3	NULL	NULL	NULL	NULL	10831003-N	0	noun.person	invalids	true	Y	none	invalid	NNS	common	pl	3	10214230-N	10595647-N	09630641-N	00007846-N	00001740-N	9	noun.person	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	visiting	none	none	visit	false	0	VBG	01843055-V	3	verb.social	none	visit	false	VBG	false	other	unknown	02493030-V	NULL	01845229-V	01845720-V	0.3571428571428572	0.043269230769230775	0.11166253101736975	0.0	NO	EVALUATIVE
1)GENOA,_February_19th....._193	8	to_guard_against_raw_winds_and_abrupt_changes_of_temperature_.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	raw_winds_and_abrupt_changes_of_temperature	true	Y	none	wind	NNS	common	pl	3	11525955-N	11524662-N	11425580-N	11419404-N	00001740-N	8	noun.phenomenon	guard	none	none	guard	false	0	VB	00644583-V	3	verb.social	none	guard	false	VB	false	infinitif	active	02456031-V	NULL	02455407-V	00661824-V	0.6883116883116883	0.05681818181818182	0.39589442815249276	0.0	NO	EVALUATIVE
1)GENOA,_February_19th....._189	9	We_enjoyed_coming_into_the_fine_harbor_,	We	false	NO-NOUN	none	we	PRP	pronoun	pl	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	coming	none	none	come	false	0	VBG	01835496-V	1	verb.motion	none	come	false	VBG	false	other	unknown	01849221-V	NULL	NULL	NULL	0.2767857142857143	0.2109375	0.24193548387096778	0.0	NO	EVALUATIVE
1)GENOA,_February_19th....._190	9	around_which_Genoa_is_built_upon_its_hills_and_terraces_in_the_form_of_a_half-circle_,	Genoa	false	none	none	genoa	NNP	proper	sg	3	NULL	NULL	NULL	NULL	08808452-N	0	noun.location	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	built	none	none	build	false	0	VBN	01617192-V	1	verb.creation	present	build	true	VBN	false	pres_perf	active	01654628-V	NULL	NULL	NULL	0.09243697478991597	0.02573529411764706	0.0	0.0	NO	DESCRIPTIVE
1)GENOA,_February_19th....._191	9	the_city_widening_out_toward_the_ends_of_the_arc_.	the_city	false	Y	def	city	NN	common	sg	3	08524735-N	08626283-N	08675967-N	08574314-N	00001740-N	8	noun.location	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	widening	none	none	widen	false	1	VBG	00109660-V	3	verb.change	none	widen	false	VBG	false	other	unknown	00303465-V	NULL	00156601-V	00169651-V	0.0	0.0	0.0	0.0	NO	DESCRIPTIVE
1)GENOA,_February_19th....._3	10	On_the_hills_,_,_are_many_beautiful_villas_,	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	many_beautiful_villas	true	Y	none	villa	NNS	common	pl	3	NULL	NULL	NULL	NULL	11366405-N	0	noun.person	are	none	none	villa	false	2	NNS	11366405-N	0	noun.person	present	be	false	VBP	false	pres	active	NULL	NULL	NULL	NULL	0.0	0.065625	0.1741935483870968	0.0	NO	DESCRIPTIVE
1)GENOA,_February_19th....._194	10	we_know	we	false	NO-NOUN	none	we	PRP	pronoun	pl	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	know	none	none	know	false	0	VBP	00594621-V	0	verb.cognition	present	know	false	VBP	false	pres	active	NULL	NULL	NULL	NULL	0.0	0.45312500000000006	0.0	0.0	NO	NARRATIVE
1)GENOA,_February_19th....._69	10	seen_to-day_but_dimly_through_veils_of_mist_,	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	veils_of_mist	true	Y	none	veil	NNS	common	pl	3	03502331-N	03419014-N	03051540-N	03122748-N	00001740-N	8	noun.artifact	seen	none	none	see	false	0	VBN	02106506-V	1	verb.perception	none	see	false	VBN	false	other	unknown	02129289-V	NULL	NULL	NULL	0.0	0.07638888888888888	0.0	0.20430107526881722	NO	DESCRIPTIVE
1)GENOA,_February_19th....._2	10	and_beyond_are_the_mountains_,	the_mountains	false	Y	def	mountain	NNS	common	pl	3	09359803-N	09366317-N	09287968-N	00002684-N	00001740-N	5	noun.object	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0	0.13020833333333334	0.0	0.0	NO	DESCRIPTIVE
1)GENOA,_February_19th....._70	10	which_in_clear_weather_must_add_much_to_the_charm_of_this_old_fortress	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	much	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	00059086-R	0	adv.all	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	add	positive	none	add	false	0	VB	00109660-V	3	verb.change	none	add	false	VB	false	cond	active	00182406-V	NULL	00156601-V	00169651-V	0.12755102040816327	0.03794642857142857	0.2903225806451613	0.0	NO	EVALUATIVE
